Actual,Predicted
1,0.09070470483694709
1,0.027740678925624207
1,0.07048699011321474
1,0.10249100592177157
1,0.1304358260160367
1,0.08895691585214077
1,0.13048715915748627
1,0.06418384272743477
1,0.13346027413294198
1,0.1387018706162259
1,0.102267955157266
1,0.06430047188787164
1,0.1068833464662044
1,0.11203972393247813
1,0.1024732877233227
1,0.138993443517283
1,0.06503913622861862
1,0.09910103778234841
1,0.050732422370323105
1,0.057390880624669405
1,0.12669510345258356
1,0.06453373020875158
1,0.12687207761330338
1,0.12674643659413082
1,0.11652167232658112
1,0.08731583391842207
1,0.13094915743121177
1,0.08737414849865516
1,0.13413529516038064
1,0.13338328716134867
1,0.06529580193626522
1,0.07129287961039882
1,0.10261855710105777
1,0.05109175436097363
1,0.08962424669182883
1,0.11688100431717302
1,0.08766572139977796
1,0.07920691313659262
1,0.030128299712398776
1,0.09078615548154317
1,0.13190747556042698
1,0.06551120198374644
1,0.07392743645124294
1,0.09284736508332031
1,0.0803195942757235
1,0.12840949826762976
1,0.14069792537175146
1,0.13265919280238098
1,0.11825992538246272
1,0.11410909129425878
1,0.09344214792663535
1,0.06638733313888551
1,0.10449132194360405
2,0.09353244209252803
1,0.10417469633160742
1,0.14095459107932257
1,0.1351959888154845
1,0.1171165659031898
1,0.11436575700188317
1,0.0914369483460144
1,0.12731095366377637
1,0.10438002889761527
1,0.12891847023887099
1,0.06664399884647881
1,0.08101961479081637
1,0.12746495308829825
1,0.08112228107379543
1,0.1188477053959977
1,0.14131392306995355
1,0.1355553208061448
2,0.09169361405366544
1,0.05328042357214752
1,0.10463669460521213
1,0.1053318619319294
1,0.11895037167896433
1,0.0944647958939932
1,0.10793989090174122
1,0.13428376610964626
1,0.09359983920169895
1,0.119823693255864
1,0.11848969009748295
1,0.13446435444140498
1,0.045684298099591236
1,0.10839136173116909
1,0.10848165589710351
1,0.10661177749339629
1,0.09301997554364266
1,0.11885086676106699
1,0.09113550552212629
1,0.08260571547622714
1,0.10875253839467941
1,0.1088428325606014
1,0.12922632160096853
1,0.09432219252877289
1,0.06855936678358837
1,0.1163837912220766
1,0.12932898788399377
1,0.10639806311787886
1,0.09142677129668492
1,0.20997246620007232
1,0.21064235049380947
1,0.06876469934971169
1,0.09152943757976167
1,0.061786281055807135
1,0.0831916484355148
1,0.0772949976514376
1,0.09602404159778682
1,0.11669179007120917
1,0.1434346235732184
1,0.10653943035566144
1,0.06963986922584237
1,0.05533315536753619
1,0.10712535386205552
1,0.1354472241453783
1,0.06907269819884604
1,0.10669342978019486
1,0.11689712263728363
1,0.06756258801187481
1,0.0941603440901368
1,0.10567559543511823
1,0.10552189655299798
1,0.1100517746756568
1,0.09451906635277435
1,0.05373694001771717
1,0.17057315243516719
1,0.10512968090140834
1,0.13641731552162945
1,0.09253175498048133
1,0.09055715835733608
2,0.1062136788289742
1,0.06796943520370963
1,0.12868728862835915
1,0.07626418656084816
1,0.12886664975968593
2,0.14273698175549793
1,0.11599875925975972
1,0.13460019390935368
1,0.106329656767635
1,0.14663184041219196
1,0.1202354988285052
2,0.09542885926554717
1,0.13475419333393507
1,0.12909795534626983
1,0.13070547192140441
1,0.14708331124159674
2,0.11630675810890917
1,0.09129840504195691
1,0.05496475897158909
1,0.11120171378417204
1,0.07701263197223035
1,0.05494812340519889
1,0.14332012755759876
1,0.14365473047844762
1,0.1438340916097433
1,0.05565382102535871
1,0.09221300247174152
1,0.10720490624245421
1,0.12153001858243634
1,0.07791989424595286
2,0.1175735864680329
1,0.07622358371742205
1,0.06281558507638557
1,0.1218895608678578
1,0.2117160614163462
1,0.17303736964080446
1,0.10759441286853949
1,0.09490525482387063
1,0.1388812841700608
1,0.13249060458252288
1,0.056471138953201494
1,0.11017745726473333
1,0.13115224302028267
1,0.11090870017264581
1,0.09770355919337742
1,0.10525703971766326
1,0.1370288932617973
1,0.1313726552740992
1,0.14517029211420368
1,0.11044588901558455
1,0.10918823097616265
1,0.12133226693805849
1,0.10541645673867744
1,0.11858145803671544
1,0.09565264938094259
1,0.13972900375040748
1,0.12300650156545107
1,0.149671269168198
1,0.07134012987646127
1,0.17451260462348944
1,0.10982007100397023
1,0.0975018967633256
1,0.09881724080368176
1,0.09759157732898543
1,0.13262674081662013
1,0.10957819488209658
1,0.09899672794906461
1,0.09786153384830193
1,0.12408538790247942
1,0.11489034003281556
1,0.13307718755726178
1,0.11054117111263245
1,0.11096376630593546
1,0.11246357846526628
1,0.10718198425463704
1,0.12048966506360642
1,0.13504760828067525
1,0.07277506781851123
1,0.12338344390538353
1,0.1351008723524924
1,0.05045925166976989
1,0.14777354379803892
1,0.12106463582815014
1,0.13401354323405495
1,0.1214233580907042
1,0.13437226549665876
1,0.12160271922204607
1,0.10083180718064838
1,0.09660085748832387
1,0.15222952277960505
1,0.06022138074925326
1,0.14313182671765418
1,0.14849389083090475
1,0.11234705852559784
1,0.1259200382735774
1,0.13643078782231693
1,0.14291176157576085
1,0.07468462607659404
1,0.11186314107820067
1,0.14065099362501726
1,0.06711552972829832
1,0.1365210819882256
1,0.10883908348674115
1,0.1119534352440445
1,0.1089301766124024
1,0.08079440086844819
1,0.1222340212688357
1,0.14318264407339715
1,0.11289315597417321
1,0.14092187612266777
1,0.1120763611036541
1,0.114939177578329
1,0.09947749722483706
1,0.14119275862031205
1,0.08312255016241771
1,0.14137296055138066
1,0.14372440906869194
1,0.0978145059763515
1,0.10087602428579195
1,0.10978149763438111
1,0.052896930773619066
1,0.07528694050299961
1,0.10014509732361038
1,0.13621563063396142
1,0.11811295123940319
1,0.1234379244676504
1,0.11410839020983715
1,0.07573933812991424
1,0.13804453329218486
1,0.2169102257641326
1,0.06868717030373211
1,0.1504188353679105
1,0.09861542386533934
1,0.06206538423230906
1,0.11351764707041084
2,0.14230891430450526
1,0.11346688602477378
1,0.11360805726088902
1,0.10303017877950843
1,0.11059959532340308
1,0.1424911005557336
1,0.1106906884489684
1,0.11880223266222817
1,0.1283059315404506
1,0.10353074134921808
1,0.12839702466612074
1,0.11467315845637177
1,0.13730600070326687
1,0.11501804031334689
1,0.12442984830345022
1,0.1152002265645708
1,0.1375792800801769
1,0.11451898851717196
1,0.1552653383750519
1,0.1391313234422848
1,0.15535643150063677
1,0.14358421806334792
1,0.11956528828464602
1,0.11473621124723937
1,0.10010233672706409
1,0.1384297085723633
1,0.10469990889974795
1,0.11754394354419112
1,0.10263105994458893
1,0.1401103208184566
1,0.1159782046648678
1,0.15244527597441987
2,0.14718117280465876
1,0.11781722292111091
1,0.10520016006019656
1,0.15262746222566065
1,0.0844911466640616
1,0.10385048920528067
1,0.10529125318581428
1,0.07359170826552702
1,0.1053823463115004
1,0.09256648005054785
1,0.11950583817040211
1,0.1304308158796243
1,0.13924869879118112
1,0.11308885216505121
1,0.13926290979728811
1,0.10561052874674853
1,0.1452167368963208
1,0.11508166055823515
1,0.11449820844794129
1,0.06255063581572035
1,0.13706785382346748
1,0.10500674777571234
1,0.12668070713511032
1,0.11107620143568958
1,0.15120772197278626
1,0.12609725502474717
1,0.10383984355503134
1,0.0754069534959973
1,0.041105482487154565
1,0.11117157001184047
1,0.12493035080405462
1,0.12465970584217828
1,0.14564987981333516
1,0.10412085557349421
1,0.1457403593387911
1,0.11729352147421984
1,0.06534594884203798
1,0.09387168794887163
1,0.14610321735465653
1,0.10561100104188931
1,0.10007436887379612
1,0.11890278213997835
1,0.11823143454821089
1,0.04868936477232072
1,0.09890746465311068
1,0.09172078601221972
1,0.1110496224864525
1,0.14991887022668177
1,0.1350567974995242
1,0.1346120978565834
1,0.05951142773859658
1,0.12422495116831328
2,0.09540675199101173
1,0.09691754440029715
1,0.14216151126747828
1,0.10115965314059977
1,0.13244469634640627
1,0.13330644116848628
1,0.14758506178534198
2,0.14099460704677685
1,0.047399935285335315
1,0.14696529268212405
1,0.14041115493644835
2,0.13982770282605944
1,0.08646971701908729
1,0.12014078639589648
1,0.10350757634768509
1,0.14513149489466087
1,0.1394868919961038
1,0.06516092705298998
1,0.1171986925212471
1,0.12671420258952576
1,0.07177747261512873
1,0.06552284515454371
1,0.11950595396718938
1,0.07464601415865729
1,0.1167355948479582
1,0.11959563453287142
1,0.06570380420533745
1,0.1415872490009415
1,0.1457596986542335
1,0.14162792247070527
1,0.12725228598348298
1,0.07241082929286285
1,0.06578892817274923
1,0.10693332615365975
1,0.0753698503618509
1,0.1145006892650175
1,0.12779036937738425
1,0.09425798935487645
1,0.08051591957658782
1,0.10711428520450145
1,0.14883068437763608
1,0.13069958820236
1,0.10296911065870112
1,0.12283201307369257
1,0.15861987356291202
1,0.14252713284010493
1,0.11839206614677561
2,0.06670025238974858
1,0.118736948003693
1,0.1073867383492843
1,0.04577531658241479
1,0.11891913425497286
1,0.14712093950246036
1,0.10760925216033662
1,0.1551700266250528
1,0.08174202057088248
1,0.11855034976184026
1,0.13297166371112595
1,0.10590187520036881
1,0.1557129037774056
1,0.08228477071340862
1,0.10833308836353644
1,0.15589386282822687
1,0.15013996706207638
1,0.08255620928960145
1,0.1478832970672656
1,0.1293658993416406
1,0.10635427282744153
1,0.14383106027185238
1,0.08803135534851453
1,0.10644475235279621
1,0.14392153979726835
1,0.1424248061377153
1,0.11988144534547324
1,0.14251528566313393
1,0.11635259123976155
1,0.1441936010112727
1,0.12446518110394805
1,0.08203899315913205
1,0.12468404484478363
1,0.12455566062934093
1,0.12049852476445494
1,0.148517078836559
1,0.15086396791360585
1,0.06855185735198116
1,0.1444668803882156
1,0.12067964609160547
1,0.10802486252380333
1,0.15689292866983123
1,0.1601745648126109
1,0.13442300294687065
1,0.12095292546846131
1,0.10717323898621917
1,0.12510149031987033
1,0.04663895789503719
1,0.12263815990675425
1,0.0891209856107022
1,0.14910210022632991
1,0.15729362503805205
1,0.09102815342380349
1,0.08395597149941064
1,0.09148055105079006
1,0.07611514896662669
1,0.14400552739841238
1,0.08376784162334378
1,0.11036620725115437
1,0.12320922697722153
1,0.12180780744888814
1,0.1456832201087201
1,0.07889321098472418
1,0.1233901860280126
1,0.0840392801995748
2,0.12198876649972806
1,0.1443674455000345
1,0.11077180899951905
1,0.12116375072482505
1,0.11829523060199193
1,0.05870231456595526
1,0.12042662083390304
1,0.1318514158563046
1,0.08394227813689653
1,0.1032066906101829
1,0.0971869161899232
1,0.08333268149945233
1,0.130857985566807
1,0.08219192180586127
2,0.12145165176598866
1,0.13458541246151728
1,0.13000388849451244
1,0.11467002775694762
1,0.08102501758519803
1,0.13949477592403742
1,0.12419455437668642
1,0.11408657564660313
1,0.06667274744155577
1,0.145309850555511
1,0.17888602769379908
1,0.10180022246769699
1,0.14646073722451497
1,0.13658550385942497
1,0.1326178213883717
1,0.1339732334238985
1,0.10693521263079869
1,0.11747068317318149
1,0.10576701010322725
1,0.08379826081617864
1,0.2204161066050196
1,0.13132281646029081
1,0.06602442145967785
1,0.1552267358862109
1,0.06771919300810886
1,0.10767285621558237
1,0.13388032394874422
1,0.15467960076864834
1,0.11563627880240229
1,0.10511840044076809
1,0.13762247206756356
1,0.13096275227407211
1,0.14717735069983678
1,0.11666208735782785
1,0.12979584805338756
1,0.14659389858953137
1,0.10381100968883977
1,0.09725022198127714
1,0.13412175940547172
1,0.11364248320073628
1,0.13253781000565773
1,0.12315116060680381
1,0.14159286749654093
1,0.11501649185616752
1,0.14855592794985067
1,0.1071949078145153
1,0.13867236117767362
1,0.10661080655073935
1,0.1533561551210822
1,0.11879087296591567
1,0.10156051499489432
1,0.10485850275937242
1,0.12653222008815174
1,0.04051175982069338
1,0.11527157614444089
1,0.10288225984342908
1,0.14985371936763808
1,0.060066045982798355
1,0.062344687618374584
1,0.11528626538324221
1,0.10171427138478378
1,0.1273400920866145
1,0.12302921308137765
1,0.08760778737363623
1,0.12186230886077748
1,0.11120117535796886
1,0.13094379886092206
1,0.10635317173747655
1,0.12011195252965962
1,0.1446026503745465
1,0.09704665450206246
1,0.12524623129868168
1,0.1431812303139774
1,0.06164260784651393
1,0.21325356238667087
1,0.09525993720314613
1,0.10847359169260379
1,0.04841923429599454
1,0.17327053096673634
1,0.10955943930015571
1,0.0880713645547257
1,0.12232572497976285
1,0.12605143499579746
1,0.1715187597934053
1,0.12488433611974642
1,0.1367756784344904
1,0.1451004719523969
1,0.07646641584544195
1,0.12965494711484243
1,0.12921024747193893
1,0.09714914142419889
1,0.12138362345771853
1,0.16743459502098407
1,0.12687643903055917
1,0.08976533768458722
1,0.06723977647097484
1,0.12570953480988084
1,0.13643131766278888
1,0.11532238812153522
1,0.10407780250833237
1,0.100534221389116
1,0.12193784936256286
1,0.09280574588611529
1,0.09222164462230559
1,0.17081633964977921
1,0.058020214001940074
1,0.09139522098675495
1,0.09425041987832244
1,0.11609683672475274
1,0.12661573903770001
1,0.13256956613663945
1,0.06711782894556112
2,0.10185103768827947
1,0.1357259180270715
1,0.1391076863306328
1,0.20254219011306368
1,0.20262633247541334
2,0.12325377884308558
1,0.07861211066762624
1,0.10470003689307145
1,0.13138664436426545
